primary_name,type
Asperger syndrome,conditions
Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections,conditions
Nonalcoholic steatohepatitis (NASH),conditions
Hypertension,conditions
Hepatitis B,conditions
Hemophilia B,conditions
Influenza B infection,conditions
Urinary tract infection (UTI),conditions
Hypertension - essential,conditions
Hepatitis B exposure,conditions
Blood group B positive,conditions
Pellagra,conditions
Bronchitis,conditions
Hypertension - benign essential,conditions
Pneumonia,conditions
Burn,conditions
Contusion,conditions
Vaginal bleeding,conditions
Hypertension - uncontrolled,conditions
Palpitations,conditions
Menorrhagia,conditions
Hematuria,conditions
Paresthesia,conditions
Hand fracture,conditions
Gunshot wound (GSW),conditions
Epistaxis,conditions
Gastrointestinal bleeding,conditions
Breast cancer,conditions
Hypoglycemia,conditions
Behavior problem,conditions
Breast mass,conditions
Dog bite,conditions
Skin neoplasm - uncertain behavior,conditions
Hematochezia,conditions
Tinea corporis,conditions
Bursitis,conditions
Drug overdose,conditions
Croup,conditions
Nevus,conditions
Skin lesion,conditions
Oral candidiasis,conditions
Lung cancer,conditions
Hypotension,conditions
Bells palsy,conditions
Cholecystitis,conditions
Foot fracture,conditions
Wrist fracture,conditions
Irritable bowel syndrome,conditions
Basal cell cancer,conditions
Pulmonary mass,conditions
Osteomyelitis,conditions
Hemoptysis,conditions
Facial bone fracture,conditions
Clavicle fracture,conditions
Hematemesis,conditions
Bartholin's gland cyst,conditions
Cystitis,conditions
Nasal fracture,conditions
Spinal stenosis,conditions
Conjunctivitis - bacterial,conditions
Vision - blurred,conditions
Small bowel obstruction,conditions
Hematuria - gross,conditions
Hypertension - malignant essential,conditions
Conjunctival hemorrhage,conditions
Eustachian tube dysfunction,conditions
Bradycardia,conditions
Decubitus ulcer,conditions
Rotator cuff tear,conditions
Ear foreign body,conditions
Neoplasm - benign,conditions
Balanitis,conditions
Orbital blowout fracture,conditions
Bacteremia,conditions
Foreign body,conditions
Ecchymosis,conditions
Mastitis,conditions
Blister,conditions
Hyperbilirubinemia,conditions
Heartburn,conditions
Nevus - pigmented,conditions
Jaundice,conditions
Spinal cord lesion,conditions
Intracerebral bleeding,conditions
Eye burning,conditions
Cerebral palsy,conditions
Hepatic encephalopathy,conditions
Melena,conditions
Baker's cyst,conditions
Bronchitis - chronic,conditions
Compression fracture,conditions
Enuresis,conditions
Brain tumor,conditions
Burn - chemical,conditions
Leukopenia,conditions
Bladder cancer,conditions
Blepharitis,conditions
Nevus - intradermal,conditions
Fetal demise,conditions
Pneumonia - lobar,conditions
Insect bite - venomous,conditions
Larynx cancer,conditions
Colon polyp,conditions
Menstrual spotting,conditions
Hepatic mass,conditions
Pseudotumor cerebri,conditions
Subarachnoid hemorrhage,conditions
Leukocytosis,conditions
Breast tender,conditions
Bladder spasm,conditions
Hepatic failure,conditions
Nasal obstruction,conditions
Neutropenia,conditions
Barrett's esophagus,conditions
Meningioma,conditions
Borderline personality disorder,conditions
Medial meniscus tear,conditions
Hypothermia,conditions
Endocarditis - bacterial,conditions
Breast cyst,conditions
Esophageal varices,conditions
Nevus - compound,conditions
Bladder - neurogenic,conditions
Pneumocystis carinii pneumonia (PCP),conditions
Foreign body - nose,conditions
Dermoid cyst,conditions
Gum bleeding,conditions
Prostate - large,conditions
Blindness,conditions
Phenytoin toxicity,conditions
Common duct stone,conditions
Polycythemia - secondary,conditions
Gastric cancer,conditions
Exostosis,conditions
Hemarthrosis,conditions
Upper gastrointestinal bleeding,conditions
Meniscus tear,conditions
Colon obstruction,conditions
Paget's disease of bone,conditions
Blood in ear canal,conditions
Hemothorax,conditions
Bladder outlet obstruction,conditions
Vitreous hemorrhage,conditions
Carotid bruit,conditions
Biliary obstruction,conditions
Onycholysis,conditions
Bladder mass,conditions
Carcinoid tumor,conditions
Intraventricular hemorrhage,conditions
Blue nevus,conditions
Cirrhosis - biliary,conditions
Gastroesophageal tear,conditions
Spinal cord compression - extrinsic,conditions
Retinopathy - diabetic,conditions
Spinal nerve compression,conditions
Halitosis,conditions
Erythrocytosis,conditions
Bladder stone,conditions
Lateral meniscus tear,conditions
Spinal cord transection,conditions
Vertebral collapse,conditions
Spina bifida,conditions
Bulimia,conditions
Pneumonia - resolved,conditions
Peptic ulcer - perforation,conditions
Cruciate ligament tear,conditions
Bullous pemphigoid,conditions
Lower gastrointestinal bleeding,conditions
Blood loss,conditions
Tuberous sclerosis,conditions
Blastomycosis,conditions
Fibroadenoma,conditions
Deafness - nerve,conditions
Splenic infarction,conditions
Vertebral burst fracture,conditions
Organic brain syndrome,conditions
Gastric emptying - delayed,conditions
Retroperitoneal bleeding,conditions
Glioblastoma multiforme,conditions
Infant of diabetic mother,conditions
Otorrhagia,conditions
Breast calcification,conditions
Embolism - septic,conditions
Ureteropelvic junction obstruction,conditions
Odontoid fracture,conditions
Gastric perforation,conditions
Pneumonia - bronchial,conditions
Lumbar vertebral subluxation,conditions
Myelomeningocele,conditions
Thalamic hemorrhage,conditions
Urethral obstruction,conditions
Portal hypertension,conditions
Cephalohematoma,conditions
Gastric varices,conditions
Ureter obstruction,conditions
Hepatic rupture,conditions
Tick bite,conditions
Plasmacytoma,conditions
Throat hemorrhage,conditions
Small bowel ischemia,conditions
Renovascular hypertension,conditions
Lymphocytosis,conditions
Blepharospasm,conditions
Cerebellar hemorrhage,conditions
Thoracic outlet obstruction,conditions
Cerebellar degeneration,conditions
Peyronie's disease,conditions
Bowen's disease,conditions
Nevus - junctional,conditions
Testicles - large,conditions
Brainstem hemorrhage,conditions
Gallbladder cancer,conditions
Bleeding disorder,conditions
Bioprosthetic heart valve,conditions
Bromhidrosis,conditions
Branchial cleft cyst,conditions
Brain malignancy,conditions
Cystadenoma,conditions
Breast ulcer,conditions
Warthin's tumor,conditions
Bipolar disorder,conditions
Esophageal ulcer,conditions
Pulmonary valve disorder,conditions
Graft versus host reaction,conditions
Nevus - halo,conditions
Pulmonary bullae,conditions
Bone cyst,conditions
Pulpal necrosis,conditions
Behcet's syndrome,conditions
Venous obstruction,conditions
Cervical vertebral subluxation,conditions
Ductal carcinoma,conditions
Lobular carcinoma in-situ,conditions
Oligodendroglioma,conditions
Hepatic cyst,conditions
Birthmark,conditions
Uterine hemorrhage,conditions
Intraductal carcinoma,conditions
Hip dislocation - congenital,conditions
Cerebral edema,conditions
Pediculosis corporis,conditions
Pilomatrixoma,conditions
Lymphogranuloma venereum,conditions
Thymoma,conditions
Blount's disease,conditions
Bruit,conditions
Syringoma,conditions
Kidney - large,conditions
Hepatic vein obstruction,conditions
Pulmonary emphysema - interstitial,conditions
Intraductal papilloma,conditions
Ependymoma,conditions
Lymphocytoma cutis,conditions
Pseudobulbar palsy,conditions
Cheyne-Stokes respiration,conditions
Cicatricial pemphigoid,conditions
Mucinous cystadenoma,conditions
Cataract - infantile,conditions
Retinal central vein occlusion,conditions
Basal ganglia hemorrhage,conditions
Nevus - combined,conditions
Gastric polyp,conditions
Pulmonary metastases,conditions
Black hairy tongue,conditions
Small bowel stricture,conditions
Bladder diverticulum,conditions
Blepharoconjunctivitis,conditions
Bile stasis,conditions
Chlamydia pneumonia,conditions
Beta thalassemia,conditions
Hydatidiform mole - invasive,conditions
Hip subluxation - congenital,conditions
Brenner tumor - malignant,conditions
Thyroid bruit,conditions
Q fever,conditions
Leydig cell tumor - benign,conditions
Color blindness,conditions
Bartonellosis,conditions
Sinus clouding,conditions
Myocardial contusion,conditions
Brenner tumor - benign,conditions
Myelolipoma,conditions
Bladder - large,conditions
Glaucoma - congenital,conditions
Berylliosis,conditions
Insulinoma - malignant,conditions
Mucocutaneous leishmaniasis,conditions
Pancreas - large,conditions
Binge eating,conditions
Plague,conditions
Leukemoid reaction,conditions
Bartter syndrome,conditions
Cystosarcoma phyllodes,conditions
Blue nevus - cellular,conditions
Hypertension - malignant renovascular,conditions
Botulism,conditions
Comedocarcinoma,conditions
Lymphoid hypoplasia,conditions
Transitional cell papilloma,conditions
Hypertension - benign renovascular,conditions
Malignant glioma,conditions
Paraganglioma,conditions
Brain stem disease,conditions
Bruit - femoral,conditions
Gallbladder perforation,conditions
Laryngeal ulcer,conditions
Biliary fistula,conditions
Gastric diverticuli,conditions
Pulmonary hypertrophic osteoarthropathy,conditions
Malignant cystosarcoma phyllodes,conditions
Lymphocytopenia,conditions
Laryngeal polyp,conditions
HIV - Congenital,conditions
Deafness - bone,conditions
Hepatic infection,conditions
Bronchial bleeding,conditions
Tick-borne relapsing fever,conditions
Louse-borne relapsing fever,conditions
Granulosa cell tumor,conditions
Onchocerciasis,conditions
Bezoar,conditions
Neuronevus,conditions
Macrosomia,conditions
Estrogens - elevated,conditions
Sinoatrial block,conditions
Gallbladder - large,conditions
Blue nevus - common,conditions
Lip neoplasm - malignant,conditions
Blushing,conditions
Blood group O positive,conditions
White blood cell phagocytosis,conditions
Radiation exposure history,conditions
Necrosis - papillary,conditions
Bacteriuria,conditions
Pseudophakia,conditions
Laryngeal edema,conditions
Medulloblastoma,conditions
Pulmonary volume loss,conditions
Lyme disease,conditions
Renal infarction,conditions
Pneumonia - eosinophilic,conditions
Babesiosis,conditions
Biliary disorder,conditions
Bladder disorder,conditions
Bone disorder,conditions
Breast disorder,conditions
Cerebral mass,conditions
Epstein-Barr virus (EBV) serostatus positive,conditions
Gallbladder disorder,conditions
Bone disease - metabolic,conditions
Pulmonary disease,conditions
Spine disorder,conditions
Vertebral fracture,conditions
Becker muscular dystrophy,conditions
Hepatitis C,conditions
Hepatitis C exposure,conditions
C7 radiculopathy,conditions
C6 radiculopathy,conditions
Scurvy,conditions
Cough,conditions
Clostridium difficile (C. diff) colitis,conditions
Constipation,conditions
Hypercholesterolemia,conditions
Conjunctivitis,conditions
Seizure disorder,conditions
Viral flu syndrome,conditions
Carious teeth,conditions
Sciatica,conditions
Renal failure - chronic,conditions
Renal stone,conditions
Hemorrhoids,conditions
Carpal tunnel syndrome,conditions
Epilepsy,conditions
Dysmenorrhea,conditions
Herpes zoster,conditions
Cerumen impaction,conditions
Sinusitis - chronic,conditions
Finger fracture,conditions
Stab wound,conditions
Nose stuffy,conditions
Cholelithiasis,conditions
Verruca vulgaris,conditions
Cardiomyopathy,conditions
Schizoaffective disorder,conditions
Colon diverticulitis,conditions
Urinary tract infection recurrent,conditions
Cervical dysplasia,conditions
Jaw fracture,conditions
Cervical sprain,conditions
Concussion,conditions
Crohns disease,conditions
Fibula fracture,conditions
Pancreatitis - chronic,conditions
Leg cramps,conditions
Vision disorder,conditions
Colorectal cancer,conditions
Toe fracture,conditions
Hoarse,conditions
Ganglion cyst,conditions
Tibia fracture,conditions
Rib fracture,conditions
Pleurisy,conditions
Epidermal inclusion cyst,conditions
Conjunctiva - red,conditions
Leg ulcer,conditions
Cervical spondylosis,conditions
Muscle cramps,conditions
Claudication,conditions
Elbow fracture,conditions
Femur fracture,conditions
Gingivitis,conditions
Confusion,conditions
Heart murmur,conditions
Intertrigo,conditions
Radius/ulna fracture,conditions
Molluscum contagiosum,conditions
Hip fracture,conditions
Postconcussion syndrome,conditions
Pneumothorax,conditions
Cervical vertebra fracture,conditions
Rhinitis - chronic,conditions
Temporomandibular joint syndrome (TMJ),conditions
Nerve entrapment syndrome,conditions
Colitis - ulcerative,conditions
Seizures - complex partial,conditions
Tibia/fibula fracture,conditions
Hypercalcemia,conditions
Chalazion,conditions
Pediculosis capitis,conditions
Scarlet fever,conditions
Colon diverticulosis,conditions
Otitis media - chronic,conditions
Seizure - febrile,conditions
Skin - dry,conditions
Cystocele,conditions
Melasma,conditions
Calcaneus fracture,conditions
Varicella,conditions
Speech disorder,conditions
Graves disease,conditions
Squamous cell skin cancer,conditions
Post nasal drip,conditions
Trigeminal neuralgia,conditions
Thyroid cancer,conditions
Sickle cell crisis,conditions
Herpes infection,conditions
Pelvic fracture,conditions
Venous insufficiency,conditions
Cataract,conditions
Skin ulcer,conditions
Melanoma - malignant,conditions
Lumbar vertebra fracture,conditions
Panic disorder,conditions
Ureter stone,conditions
Cervical root compression,conditions
Skull fracture,conditions
Knee fracture,conditions
Connective tissue disease,conditions
Carcinoma - metastatic,conditions
Tuberculosis exposure,conditions
Corneal ulcer,conditions
Cervical cancer,conditions
Cervical polyp,conditions
Ovarian cancer,conditions
Cerebrovascular disease,conditions
Pancreatic cancer,conditions
Nephrotic syndrome,conditions
Pubic lice,conditions
Uterine cancer,conditions
Eye discharge,conditions
Femur neck fracture,conditions
Esophageal cancer,conditions
Small cell carcinoma,conditions
Hepatocellular carcinoma,conditions
Malnutrition,conditions
Tonsillitis - chronic,conditions
Carbon monoxide toxicity,conditions
Orbital cellulitis,conditions
HIV exposure,conditions
Malignancy,conditions
Thoracic vertebra fracture,conditions
Calcaneal spur,conditions
Cachexia,conditions
Narcolepsy,conditions
Pseudogout,conditions
Renal cyst,conditions
Lead toxicity,conditions
Hypocalcemia,conditions
Sacroilitis,conditions
Lymphocytic leukemia - chronic,conditions
Radial head subluxation,conditions
Patellar tendon rupture,conditions
Melanoma in-situ,conditions
Skin cancer,conditions
Cor pulmonale,conditions
Osteomyelitis - chronic,conditions
Tic - motor,conditions
Skin mass,conditions
Renal disease - hypertensive,conditions
Hip dislocation,conditions
Renal cancer,conditions
Obsessive-compulsive disorder,conditions
Scapula fracture,conditions
Cardiomyopathy - ischemic,conditions
Median neuropathy,conditions
Urethral stone,conditions
